id,name,url,ESG,E,S,G
3554,BitSoft Bay,https://icomarks.com/ico/BitSoft-Bay,0.0,0.0,0.0,0.0
3555,BITTECH,https://icomarks.com/ico/BITTECH,0.004,0.0,0.0,0.004
3557,BlockAIp,https://icomarks.com/ico/BlockAIp,0.006,0.0,0.004,0.002
3558,BlockBank,https://icomarks.com/ico/BlockBank,0.013,0.0,0.011,0.002
3559,Blockbid,https://icomarks.com/ico/Blockbid,0.004,0.0,0.002,0.002
3560,Blockport,https://icomarks.com/ico/Blockport,0.002,0.0,0.002,0.0
3561,BlockRx,https://icomarks.com/ico/BlockRx,0.008,0.0,0.004,0.004
3562,Blocktix,https://icomarks.com/ico/Blocktix,0.0,0.0,0.0,0.0
3564,Bow,https://icomarks.com/ico/Bow,0.008,0.002,0.002,0.004
3566,Bravocoin,https://icomarks.com/ico/Bravocoin,0.002,0.0,0.0,0.002
3567,BrumH,https://icomarks.com/ico/BrumH,0.008,0.002,0.004,0.002
3568,Buron,https://icomarks.com/ico/Buron,0.0,0.0,0.0,0.0
3570,CAR Token,https://icomarks.com/ico/CAR-Token,0.012,0.0,0.004,0.008
3571,carboneum,https://icomarks.com/ico/carboneum,0.012,0.0,0.002,0.01
3573,Cashaa,https://icomarks.com/ico/Cashaa,0.019,0.0,0.017,0.002
3574,CellBlocks,https://icomarks.com/ico/CellBlocks,0.0,0.0,0.0,0.0
3575,Centrality,https://icomarks.com/ico/Centrality,0.01,0.0,0.004,0.006
3579,CoinStarter,https://icomarks.com/ico/CoinStarter,0.004,0.0,0.002,0.002
3580,Cointradebase,https://icomarks.com/ico/Cointradebase,0.004,0.0,0.004,0.0
3581,ContractLand,https://icomarks.com/ico/ContractLand,0.004,0.0,0.002,0.002
3582,ContractNet,https://icomarks.com/ico/ContractNet,0.002,0.0,0.0,0.002
3583,ContractVault,https://icomarks.com/ico/ContractVault,0.008,0.0,0.004,0.004
3584,CRYCASH,https://icomarks.com/ico/CRYCASH,0.004,0.0,0.004,0.0
3585,Crypto Credit Card,https://icomarks.com/ico/Crypto-Credit-Card,0.0,0.0,0.0,0.0
3586,Crypto Hunt Game,https://icomarks.com/ico/Crypto-Hunt-Game,0.0,0.0,0.0,0.0
3587,CTR,https://icomarks.com/ico/CTR,0.008,0.0,0.006,0.002
3589,CyteCoin,https://icomarks.com/ico/CyteCoin,0.002,0.0,0.002,0.0
3590,Dashlite,https://icomarks.com/ico/Dashlite,0.002,0.0,0.0,0.002
3591,Datbit,https://icomarks.com/ico/Datbit,0.004,0.0,0.002,0.002
3592,Deex,https://icomarks.com/ico/Deex,0.0,0.0,0.0,0.0
3593,Demblock,https://icomarks.com/ico/Demblock,0.004,0.0,0.002,0.002
3596,Devery,https://icomarks.com/ico/Devery,0.006,0.0,0.002,0.004
3597,Digital Media Funding,https://icomarks.com/ico/Digital-Media-Funding,0.017,0.0,0.013,0.004
3598,Digmus,https://icomarks.com/ico/Digmus,0.004,0.0,0.002,0.002
3599,DirectHome,https://icomarks.com/ico/DirectHome,0.01,0.0,0.0,0.01
3600,Djinxi,https://icomarks.com/ico/Djinxi,0.002,0.0,0.002,0.0
3602,Docademic,https://icomarks.com/ico/Docademic,0.01,0.0,0.006,0.004
3603,Double Land,https://icomarks.com/ico/Double-Land,0.008,0.0,0.006,0.002
3605,Drone Payo,https://icomarks.com/ico/Drone-Payo,0.0,0.0,0.0,0.0
3606,Dropil,https://icomarks.com/ico/Dropil,0.0,0.0,0.0,0.0
3607,Dubai Token,https://icomarks.com/ico/Dubai-Token,0.01,0.0,0.006,0.004
3608,DUCATUR,https://icomarks.com/ico/DUCATUR,0.004,0.0,0.002,0.002
3609,EasyMINE,https://icomarks.com/ico/EasyMINE,0.002,0.0,0.0,0.002
3610,Ecoingot,https://icomarks.com/ico/Ecoingot,0.01,0.006,0.002,0.002
3611,Engagement Token,https://icomarks.com/ico/Engagement-Token,0.002,0.0,0.002,0.0
3612,EnGameChain,https://icomarks.com/ico/EnGameChain,0.006,0.0,0.004,0.002
3613,Enjoy Life,https://icomarks.com/ico/Enjoy-Life,0.006,0.0,0.006,0.0
3616,Etcetera,https://icomarks.com/ico/Etcetera,0.002,0.0,0.002,0.0
3617,Etherarctoken,https://icomarks.com/ico/Etherarctoken,0.01,0.0,0.006,0.004
3618,EtherCom,https://icomarks.com/ico/EtherCom,0.006,0.0,0.006,0.0
3620,EtherSpin,https://icomarks.com/ico/EtherSpin,0.002,0.0,0.0,0.002
3621,EWA,https://icomarks.com/ico/EWA,0.002,0.0,0.0,0.002
3622,Exenium,https://icomarks.com/ico/Exenium,0.0,0.0,0.0,0.0
3623,Explorio,https://icomarks.com/ico/Explorio,0.004,0.0,0.002,0.002
3624,Fabric Token,https://icomarks.com/ico/Fabric-Token,0.004,0.0,0.0,0.004
